VUOSI;VIIKKO;VAR_N_OSTOT;ATC_KOODI;SHORTAGE
2024;9;414;M04;5
2024;9;239;M05;5
2024;9;6738;N02;30
2024;9;1255;N03;30
2024;9;537;N04;30
2024;9;4856;N05;30
2024;9;7256;N06;30
2024;9;120;N07;30
2024;9;235;P01;1
2024;9;1639;R01;7
2024;9;3894;R03;7
2024;9;1515;R06;7
2024;9;1911;S01;2
2024;9;30;V01;0
2024;9;1898;A02;5
2024;9;47;A03;5
2024;9;41;A04;5
2024;9;26;A05;5
2024;9;225;A06;5
2024;9;273;A07;5
2024;9;34;A09;5
2024;9;2804;A10;5
2024;9;36;A11;5
2024;9;883;A12;5
2024;9;1513;B01;2
2024;9;59;B03;2
2024;9;401;C01;14
2024;9;76;C02;14
2024;9;925;C03;14
2024;9;2337;C07;14
2024;9;1938;C08;14
2024;9;3803;C09;14
2024;9;4039;C10;14
2024;9;68;D01;3
2024;9;36;D05;3
2024;9;24;D06;3
2024;9;652;D07;3
2024;9;56;D10;3
2024;9;18;D11;3
2024;9;1277;G03;9
2024;9;953;G04;9
2024;9;55;H01;4
2024;9;159;H02;4
2024;9;1301;H03;4
2024;9;1641;J01;9
2024;9;79;J02;9
2024;9;203;J05;9
2024;9;86;L01;11
2024;9;139;L02;11
2024;9;33;L03;11
2024;9;486;L04;11
2024;9;2076;M01;5
2024;9;42;M02;5
2024;9;369;M03;5
2024;9;186;M04;5
2024;9;119;M05;5
2024;9;3732;N02;30
2024;9;567;N03;30
2024;9;227;N04;30
2024;9;2714;N05;30
2024;9;4059;N06;30
2024;9;60;N07;30
2024;9;126;P01;1
2024;9;948;R01;7
2024;9;2313;R03;7
2024;9;862;R06;7
2024;9;977;S01;2
2024;9;4758;A02;5
2024;9;117;A03;5
2024;9;125;A04;5
2024;9;55;A05;5
2024;9;549;A06;5
2024;9;706;A07;5
2024;9;77;A09;5
2024;9;6571;A10;5
2024;9;34;A11;5
2024;9;2371;A12;5
2024;9;3944;B01;2
2024;9;70;B02;2
2024;9;168;B03;2
2024;9;38;B05;2
2024;9;1322;C01;14
2024;9;84;C02;14
2024;9;2895;C03;14
2024;9;5162;C07;14
2024;9;3799;C08;14
2024;9;8708;C09;14
2024;9;8521;C10;14
2024;9;167;D01;3
2024;9;93;D05;3
2024;9;68;D06;3
2024;9;1082;D07;3
2024;9;122;D10;3
2024;9;50;D11;3
2024;9;27;G02;9
2024;9;3048;G03;9
2024;9;2735;G04;9
2024;9;97;H01;4
2024;9;449;H02;4
2024;9;3599;H03;4
2024;9;21;H05;4
2024;9;3319;J01;9
2024;9;144;J02;9
2024;9;383;J05;9
2024;9;240;L01;11
2024;9;423;L02;11
2024;9;81;L03;11
2024;9;1101;L04;11
2024;9;4439;M01;5
2024;9;85;M02;5
2024;9;740;M03;5
2024;9;585;M04;5
2024;9;362;M05;5
2024;9;9510;N02;30
2024;9;1672;N03;30
2024;9;846;N04;30
2024;9;6754;N05;30
2024;9;9649;N06;30
2024;9;181;N07;30
2024;9;353;P01;1
2024;9;1854;R01;7
2024;9;4274;R03;7
2024;9;1505;R06;7
2024;9;2104;S01;2
2024;9;49;V01;0
2024;9;18;V03;0
2024;9;2435;A02;5
2024;9;33;A03;5
2024;9;59;A04;5
2024;9;23;A05;5
2024;9;238;A06;5
2024;9;244;A07;5
2024;9;21;A09;5
2024;9;3201;A10;5
2024;9;13;A11;5
2024;9;951;A12;5
2024;9;2345;B01;2
2024;9;23;B02;2
2024;9;96;B03;2
2024;9;938;C01;14
2024;9;73;C02;14
2024;9;1822;C03;14
2024;9;3422;C07;14
2024;9;2069;C08;14
2024;9;4410;C09;14
2024;9;4265;C10;14
2024;9;60;D01;3
2024;9;25;D05;3
2024;9;43;D06;3
2024;9;516;D07;3
2024;9;37;D10;3
2024;9;1287;G03;9
2024;9;1314;G04;9
2024;9;29;H01;4
2024;9;198;H02;4
2024;9;1619;H03;4
2024;9;16;H05;4
2024;9;1451;J01;9
2024;9;52;J02;9
2024;9;109;J05;9
2024;9;94;L01;11
2024;9;206;L02;11
2024;9;21;L03;11
2024;9;571;L04;11
2024;9;2126;M01;5
2024;9;67;M02;5
2024;9;255;M03;5
2024;9;301;M04;5
2024;9;156;M05;5
2024;9;4585;N02;30
2024;9;929;N03;30
2024;9;362;N04;30
2024;9;3507;N05;30
2024;9;4582;N06;30
2024;9;101;N07;30
2024;9;167;P01;1
2024;9;733;R01;7
2024;9;2082;R03;7
2024;9;689;R06;7
2024;9;922;S01;2
2024;9;1737;A02;5
2024;9;26;A03;5
2024;9;25;A04;5
2024;9;13;A05;5
2024;9;228;A06;5
2024;9;195;A07;5
2024;9;38;A09;5
2024;9;2698;A10;5
2024;9;693;A12;5
2024;9;1702;B01;2
2024;9;27;B02;2
2024;9;67;B03;2
2024;9;530;C01;14
2024;9;56;C02;14
2024;9;1217;C03;14
2024;9;2393;C07;14
2024;9;1627;C08;14
2024;9;3451;C09;14
2024;9;3375;C10;14
2024;9;49;D01;3
2024;9;31;D05;3
2024;9;421;D07;3
2024;9;30;D10;3
2024;9;1041;G03;9
2024;9;1081;G04;9
2024;9;41;H01;4
2024;9;154;H02;4
2024;9;1191;H03;4
2024;9;1141;J01;9
2024;9;31;J02;9
2024;9;101;J05;9
2024;9;99;L01;11
2024;9;119;L02;11
2024;9;444;L04;11
2024;9;1350;M01;5
2024;9;245;M03;5
2024;9;208;M04;5
2024;9;117;M05;5
2024;9;3507;N02;30
2024;9;484;N03;30
2024;9;280;N04;30
2024;9;2216;N05;30
2024;9;3230;N06;30
2024;9;59;N07;30
2024;9;106;P01;1
2024;9;577;R01;7
2024;9;1858;R03;7
2024;9;594;R06;7
2024;9;697;S01;2
2024;9;4337;A02;5
2024;9;98;A03;5
2024;9;114;A04;5
2024;9;48;A05;5
2024;9;601;A06;5
2024;9;555;A07;5
2024;9;71;A09;5
2024;9;6950;A10;5
2024;9;15;A11;5
2024;9;1592;A12;5
2024;9;3986;B01;2
2024;9;72;B02;2
2024;9;140;B03;2
2024;9;24;B05;2
2024;9;1333;C01;14
2024;9;168;C02;14
2024;9;2608;C03;14
2024;9;6172;C07;14
2024;9;4208;C08;14
2024;9;8921;C09;14
2024;9;8492;C10;14
2024;9;155;D01;3
2024;9;87;D05;3
2024;9;61;D06;3
2024;9;1320;D07;3
2024;9;120;D10;3
2024;9;58;D11;3
2024;9;21;G02;9
2024;9;2993;G03;9
2024;9;2582;G04;9
2024;9;113;H01;4
2024;9;437;H02;4
2024;9;3720;H03;4
2024;9;37;H05;4
2024;9;2982;J01;9
2024;9;108;J02;9
2024;9;361;J05;9
2024;9;239;L01;11
2024;9;389;L02;11
2024;9;66;L03;11
2024;9;1225;L04;11
2024;9;4074;M01;5
2024;9;50;M02;5
2024;9;645;M03;5
2024;9;522;M04;5
2024;9;178;M05;5
2024;9;8862;N02;30
2024;9;1280;N03;30
2024;9;603;N04;30
2024;9;6622;N05;30
2024;9;9650;N06;30
2024;9;243;N07;30
2024;9;400;P01;1
2024;9;1935;R01;7
2024;9;4482;R03;7
2024;9;1695;R06;7
2024;9;2297;S01;2
2024;9;25;V01;0
2024;9;2073;A02;5
2024;9;56;A03;5
2024;9;67;A04;5
2024;9;311;A06;5
2024;9;176;A07;5
2024;9;50;A09;5
2024;9;3012;A10;5
2024;9;830;A12;5
2024;9;1991;B01;2
2024;9;56;B03;2
2024;9;782;C01;14
2024;9;109;C02;14
2024;9;1379;C03;14
2024;9;2728;C07;14
2024;9;2008;C08;14
2024;9;4005;C09;14
2024;9;4259;C10;14
2024;9;48;D01;3
2024;9;25;D05;3
2024;9;31;D06;3
2024;9;444;D07;3
2024;9;32;D10;3
2024;9;23;D11;3
2024;9;1207;G03;9
2024;9;1221;G04;9
2024;9;31;H01;4
2024;9;183;H02;4
2024;9;1584;H03;4
2024;9;1171;J01;9
2024;9;40;J02;9
2024;9;124;J05;9
2024;9;85;L01;11
2024;9;178;L02;11
2024;9;54;L03;11
2024;9;390;L04;11
2024;9;1580;M01;5
2024;9;31;M02;5
2024;9;311;M03;5
2024;9;291;M04;5
2024;9;141;M05;5
2024;9;4168;N02;30
2024;9;650;N03;30
2024;9;305;N04;30
2024;9;3036;N05;30
2024;9;3619;N06;30
2024;9;93;N07;30
2024;9;98;P01;1
2024;9;597;R01;7
2024;9;2134;R03;7
2024;9;630;R06;7
2024;9;904;S01;2
2024;9;2020;A02;5
2024;9;39;A03;5
2024;9;34;A04;5
2024;9;18;A05;5
2024;9;189;A06;5
2024;9;183;A07;5
2024;9;48;A09;5
2024;9;2513;A10;5
2024;9;772;A12;5
2024;9;1655;B01;2
2024;9;25;B02;2
2024;9;67;B03;2
2024;9;646;C01;14
2024;9;104;C02;14
2024;9;1358;C03;14
2024;9;2646;C07;14
2024;9;1493;C08;14
2024;9;3571;C09;14
2024;9;3444;C10;14
2024;9;40;D01;3
2024;9;22;D05;3
2024;9;34;D06;3
2024;9;352;D07;3
2024;9;874;G03;9
2024;9;918;G04;9
2024;9;30;H01;4
2024;9;164;H02;4
2024;9;1227;H03;4
2024;9;1038;J01;9
2024;9;43;J02;9
2024;9;95;J05;9
2024;9;77;L01;11
2024;9;121;L02;11
2024;9;15;L03;11
2024;9;356;L04;11
2024;9;1300;M01;5
2024;9;39;M02;5
2024;9;222;M03;5
2024;9;209;M04;5
2024;9;126;M05;5
2024;9;3421;N02;30
2024;9;558;N03;30
2024;9;210;N04;30
2024;9;2880;N05;30
2024;9;3420;N06;30
2024;9;71;N07;30
2024;9;100;P01;1
2024;9;499;R01;7
2024;9;1607;R03;7
2024;9;645;R06;7
2024;9;761;S01;2
2024;9;1053;A02;5
2024;9;18;A03;5
2024;9;24;A04;5
2024;9;103;A06;5
2024;9;135;A07;5
2024;9;19;A09;5
2024;9;1765;A10;5
2024;9;20;A11;5
2024;9;401;A12;5
2024;9;1373;B01;2
2024;9;40;B03;2
2024;9;385;C01;14
2024;9;62;C02;14
2024;9;1016;C03;14
2024;9;1661;C07;14
2024;9;1112;C08;14
2024;9;2407;C09;14
2024;9;2500;C10;14
2024;9;39;D01;3
2024;9;22;D05;3
2024;9;274;D07;3
2024;9;15;D10;3
2024;9;654;G03;9
2024;9;692;G04;9
2024;9;13;H01;4
2024;9;98;H02;4
2024;9;766;H03;4
2024;9;658;J01;9
2024;9;29;J02;9
2024;9;92;J05;9
2024;9;64;L01;11
2024;9;135;L02;11
2024;9;23;L03;11
2024;9;264;L04;11
2024;9;852;M01;5
2024;9;30;M02;5
2024;9;112;M03;5
2024;9;168;M04;5
2024;9;78;M05;5
2024;9;2352;N02;30
2024;9;382;N03;30
2024;9;170;N04;30
2024;9;1907;N05;30
2024;9;2150;N06;30
2024;9;38;N07;30
2024;9;58;P01;1
2024;9;359;R01;7
2024;9;1340;R03;7
2024;9;382;R06;7
2024;9;478;S01;2
2024;9;1444;A02;5
2024;9;31;A03;5
2024;9;27;A04;5
2024;9;136;A06;5
2024;9;178;A07;5
2024;9;28;A09;5
2024;9;2277;A10;5
2024;9;619;A12;5
2024;9;1644;B01;2
2024;9;17;B02;2
2024;9;42;B03;2
2024;9;682;C01;14
2024;9;35;C02;14
2024;9;1211;C03;14
2024;9;2215;C07;14
2024;9;1311;C08;14
2024;9;3061;C09;14
2024;9;3423;C10;14
2024;9;39;D01;3
2024;9;22;D05;3
2024;9;293;D07;3
2024;9;21;D10;3
2024;9;805;G03;9
2024;9;982;G04;9
2024;9;20;H01;4
2024;9;120;H02;4
2024;9;1092;H03;4
2024;9;694;J01;9
2024;9;20;J02;9
2024;9;88;J05;9
2024;9;60;L01;11
2024;9;108;L02;11
2024;9;294;L04;11
2024;9;1066;M01;5
2024;9;153;M03;5
2024;9;276;M04;5
2024;9;139;M05;5
2024;9;3053;N02;30
2024;9;511;N03;30
2024;9;260;N04;30
2024;9;2168;N05;30
2024;9;2645;N06;30
2024;9;35;N07;30
2024;9;88;P01;1
2024;9;415;R01;7
2024;9;1434;R03;7
2024;9;444;R06;7
2024;9;576;S01;2
2024;9;2729;A02;5
2024;9;56;A03;5
2024;9;52;A04;5
2024;9;231;A06;5
2024;9;357;A07;5
2024;9;44;A09;5
2024;9;4398;A10;5
2024;9;18;A11;5
2024;9;1272;A12;5
2024;9;2808;B01;2
2024;9;39;B02;2
2024;9;62;B03;2
2024;9;1130;C01;14
2024;9;110;C02;14
2024;9;2207;C03;14
2024;9;4388;C07;14
2024;9;2545;C08;14
2024;9;6083;C09;14
2024;9;6461;C10;14
2024;9;75;D01;3
2024;9;48;D05;3
2024;9;30;D06;3
2024;9;574;D07;3
2024;9;80;D10;3
2024;9;18;D11;3
2024;9;1547;G03;9
2024;9;1823;G04;9
2024;9;54;H01;4
2024;9;272;H02;4
2024;9;2445;H03;4
2024;9;26;H05;4
2024;9;1723;J01;9
2024;9;87;J02;9
2024;9;185;J05;9
2024;9;98;L01;11
2024;9;160;L02;11
2024;9;25;L03;11
2024;9;621;L04;11
2024;9;2373;M01;5
2024;9;45;M02;5
2024;9;386;M03;5
2024;9;381;M04;5
2024;9;208;M05;5
2024;9;5804;N02;30
2024;9;1141;N03;30
2024;9;538;N04;30
2024;9;5152;N05;30
2024;9;6182;N06;30
2024;9;92;N07;30
2024;9;185;P01;1
2024;9;1075;R01;7
2024;9;2941;R03;7
2024;9;1021;R06;7
2024;9;1055;S01;2
2024;9;1788;A02;5
2024;9;45;A03;5
2024;9;40;A04;5
2024;9;237;A06;5
2024;9;173;A07;5
2024;9;26;A09;5
2024;9;3164;A10;5
2024;9;32;A11;5
2024;9;708;A12;5
2024;9;1984;B01;2
2024;9;25;B02;2
2024;9;27;B03;2
2024;9;578;C01;14
2024;9;69;C02;14
2024;9;1550;C03;14
2024;9;2973;C07;14
2024;9;1840;C08;14
2024;9;4073;C09;14
2024;9;4489;C10;14
2024;9;44;D01;3
2024;9;13;D05;3
2024;9;438;D07;3
2024;9;38;D10;3
2024;9;1023;G03;9
2024;9;1116;G04;9
2024;9;23;H01;4
2024;9;160;H02;4
2024;9;1327;H03;4
2024;9;914;J01;9
2024;9;33;J02;9
2024;9;122;J05;9
2024;9;57;L01;11
2024;9;131;L02;11
2024;9;430;L04;11
2024;9;1518;M01;5
2024;9;38;M02;5
2024;9;215;M03;5
2024;9;273;M04;5
2024;9;169;M05;5
2024;9;3896;N02;30
2024;9;670;N03;30
2024;9;289;N04;30
2024;9;2874;N05;30
2024;9;3843;N06;30
2024;9;64;N07;30
2024;9;153;P01;1
2024;9;446;R01;7
2024;9;1877;R03;7
2024;9;519;R06;7
2024;9;567;S01;2
2024;9;1980;A02;5
2024;9;43;A03;5
2024;9;53;A04;5
2024;9;19;A05;5
2024;9;222;A06;5
2024;9;235;A07;5
2024;9;38;A09;5
2024;9;3740;A10;5
2024;9;750;A12;5
2024;9;2411;B01;2
2024;9;31;B02;2
2024;9;49;B03;2
2024;9;822;C01;14
2024;9;71;C02;14
2024;9;1296;C03;14
2024;9;3247;C07;14
2024;9;2371;C08;14
2024;9;5026;C09;14
2024;9;4936;C10;14
2024;9;87;D01;3
2024;9;34;D05;3
2024;9;32;D06;3
2024;9;588;D07;3
2024;9;64;D10;3
2024;9;21;D11;3
2024;9;1540;G03;9
2024;9;1295;G04;9
2024;9;62;H01;4
2024;9;182;H02;4
2024;9;1717;H03;4
2024;9;1284;J01;9
2024;9;70;J02;9
2024;9;199;J05;9
2024;9;110;L01;11
2024;9;188;L02;11
2024;9;29;L03;11
2024;9;640;L04;11
2024;9;2010;M01;5
2024;9;42;M02;5
2024;9;362;M03;5
2024;9;275;M04;5
2024;9;145;M05;5
2024;9;4782;N02;30
2024;9;905;N03;30
2024;9;355;N04;30
2024;9;3706;N05;30
2024;9;4759;N06;30
2024;9;66;N07;30
2024;9;151;P01;1
2024;9;1032;R01;7
2024;9;2874;R03;7
2024;9;904;R06;7
2024;9;1186;S01;2
2024;9;1871;A02;5
2024;9;40;A03;5
2024;9;37;A04;5
2024;9;273;A06;5
2024;9;184;A07;5
2024;9;27;A09;5
2024;9;2941;A10;5
2024;9;624;A12;5
2024;9;1803;B01;2
2024;9;32;B03;2
2024;9;860;C01;14
2024;9;59;C02;14
2024;9;1579;C03;14
2024;9;2866;C07;14
2024;9;1775;C08;14
2024;9;3780;C09;14
2024;9;3024;C10;14
2024;9;49;D01;3
2024;9;20;D05;3
2024;9;378;D07;3
2024;9;29;D10;3
2024;9;15;D11;3
2024;9;883;G03;9
2024;9;1136;G04;9
2024;9;40;H01;4
2024;9;151;H02;4
2024;9;1429;H03;4
2024;9;1118;J01;9
2024;9;45;J02;9
2024;9;67;J05;9
2024;9;68;L01;11
2024;9;168;L02;11
2024;9;38;L03;11
2024;9;398;L04;11
2024;9;1582;M01;5
2024;9;34;M02;5
2024;9;243;M03;5
2024;9;158;M04;5
2024;9;129;M05;5
2024;9;4034;N02;30
2024;9;596;N03;30
2024;9;330;N04;30
2024;9;2839;N05;30
2024;9;3835;N06;30
2024;9;64;N07;30
2024;9;133;P01;1
2024;9;633;R01;7
2024;9;2060;R03;7
2024;9;514;R06;7
2024;9;633;S01;2
2024;9;1490;A02;5
2024;9;28;A03;5
2024;9;43;A04;5
2024;9;218;A06;5
2024;9;161;A07;5
2024;9;28;A09;5
2024;9;1939;A10;5
2024;9;398;A12;5
2024;9;1350;B01;2
2024;9;28;B02;2
2024;9;50;B03;2
2024;9;549;C01;14
2024;9;25;C02;14
2024;9;934;C03;14
2024;9;2052;C07;14
2024;9;1360;C08;14
2024;9;2795;C09;14
2024;9;2303;C10;14
2024;9;31;D01;3
2024;9;30;D05;3
2024;9;224;D07;3
2024;9;29;D10;3
2024;9;614;G03;9
2024;9;777;G04;9
2024;9;27;H01;4
2024;9;109;H02;4
2024;9;975;H03;4
2024;9;769;J01;9
2024;9;31;J02;9
2024;9;91;J05;9
2024;9;70;L01;11
2024;9;140;L02;11
2024;9;310;L04;11
2024;9;1075;M01;5
2024;9;149;M03;5
2024;9;133;M04;5
2024;9;107;M05;5
2024;9;2682;N02;30
2024;9;436;N03;30
2024;9;201;N04;30
2024;9;2207;N05;30
2024;9;2526;N06;30
2024;9;36;N07;30
2024;9;67;P01;1
2024;9;462;R01;7
2024;9;1413;R03;7
2024;9;312;R06;7
2024;9;495;S01;2
2024;9;764;A02;5
2024;9;74;A06;5
2024;9;81;A07;5
2024;9;962;A10;5
2024;9;15;A11;5
2024;9;202;A12;5
2024;9;644;B01;2
2024;9;15;B03;2
2024;9;247;C01;14
2024;9;22;C02;14
2024;9;533;C03;14
2024;9;994;C07;14
2024;9;661;C08;14
2024;9;1334;C09;14
2024;9;1067;C10;14
2024;9;18;D01;3
2024;9;165;D07;3
2024;9;337;G03;9
2024;9;410;G04;9
2024;9;57;H02;4
2024;9;456;H03;4
2024;9;381;J01;9
2024;9;29;J05;9
2024;9;62;L02;11
2024;9;169;L04;11
2024;9;526;M01;5
2024;9;57;M03;5
2024;9;53;M04;5
2024;9;39;M05;5
2024;9;1552;N02;30
2024;9;246;N03;30
2024;9;106;N04;30
2024;9;1113;N05;30
2024;9;1336;N06;30
2024;9;21;N07;30
2024;9;38;P01;1
2024;9;191;R01;7
2024;9;775;R03;7
2024;9;226;R06;7
2024;9;188;S01;2
2024;9;3764;A02;5
2024;9;62;A03;5
2024;9;77;A04;5
2024;9;50;A05;5
2024;9;406;A06;5
2024;9;520;A07;5
2024;9;57;A09;5
2024;9;5814;A10;5
2024;9;1472;A12;5
2024;9;3808;B01;2
2024;9;78;B02;2
2024;9;108;B03;2
2024;9;1634;C01;14
2024;9;104;C02;14
2024;9;3073;C03;14
2024;9;5215;C07;14
2024;9;3747;C08;14
2024;9;7983;C09;14
2024;9;8379;C10;14
2024;9;127;D01;3
2024;9;104;D05;3
2024;9;47;D06;3
2024;9;1136;D07;3
2024;9;146;D10;3
2024;9;27;D11;3
2024;9;32;G02;9
2024;9;1999;G03;9
2024;9;2444;G04;9
2024;9;80;H01;4
2024;9;295;H02;4
2024;9;2865;H03;4
2024;9;17;H05;4
2024;9;2405;J01;9
2024;9;81;J02;9
2024;9;274;J05;9
2024;9;144;L01;11
2024;9;276;L02;11
2024;9;50;L03;11
2024;9;901;L04;11
2024;9;3326;M01;5
2024;9;66;M02;5
2024;9;500;M03;5
2024;9;408;M04;5
2024;9;213;M05;5
2024;9;8314;N02;30
2024;9;1533;N03;30
2024;9;703;N04;30
2024;9;5425;N05;30
2024;9;8162;N06;30
2024;9;133;N07;30
2024;9;243;P01;1
2024;9;1397;R01;7
2024;9;4509;R03;7
2024;9;1044;R06;7
2024;9;1145;S01;2
2024;9;28;V01;0
2024;9;832;A02;5
2024;9;94;A06;5
2024;9;103;A07;5
2024;9;23;A09;5
2024;9;1064;A10;5
2024;9;256;A12;5
2024;9;720;B01;2
2024;9;22;B03;2
2024;9;370;C01;14
2024;9;37;C02;14
2024;9;599;C03;14
2024;9;1138;C07;14
2024;9;779;C08;14
2024;9;1492;C09;14
2024;9;1584;C10;14
2024;9;221;D07;3
2024;9;455;G03;9
2024;9;455;G04;9
2024;9;81;H02;4
2024;9;587;H03;4
2024;9;429;J01;9
2024;9;36;J05;9
2024;9;30;L01;11
2024;9;59;L02;11
2024;9;197;L04;11
2024;9;703;M01;5
2024;9;87;M03;5
2024;9;64;M04;5
2024;9;83;M05;5
2024;9;1643;N02;30
2024;9;280;N03;30
2024;9;115;N04;30
2024;9;1223;N05;30
2024;9;1260;N06;30
2024;9;39;N07;30
2024;9;48;P01;1
2024;9;275;R01;7
2024;9;1022;R03;7
2024;9;192;R06;7
2024;9;291;S01;2
2024;9;1684;A02;5
2024;9;34;A03;5
2024;9;32;A04;5
2024;9;27;A05;5
2024;9;245;A06;5
2024;9;234;A07;5
2024;9;30;A09;5
2024;9;2953;A10;5
2024;9;17;A11;5
2024;9;576;A12;5
2024;9;1791;B01;2
2024;9;59;B03;2
2024;9;841;C01;14
2024;9;52;C02;14
2024;9;1495;C03;14
2024;9;2545;C07;14
2024;9;1789;C08;14
2024;9;3858;C09;14
2024;9;4067;C10;14
2024;9;39;D01;3
2024;9;50;D05;3
2024;9;443;D07;3
2024;9;29;D10;3
2024;9;860;G03;9
2024;9;1151;G04;9
2024;9;33;H01;4
2024;9;148;H02;4
2024;9;1213;H03;4
2024;9;977;J01;9
2024;9;26;J02;9
2024;9;106;J05;9
2024;9;60;L01;11
2024;9;158;L02;11
2024;9;23;L03;11
2024;9;430;L04;11
2024;9;1610;M01;5
2024;9;20;M02;5
2024;9;232;M03;5
2024;9;216;M04;5
2024;9;90;M05;5
2024;9;3904;N02;30
2024;9;613;N03;30
2024;9;264;N04;30
2024;9;2102;N05;30
2024;9;3394;N06;30
2024;9;53;N07;30
2024;9;107;P01;1
2024;9;505;R01;7
2024;9;2279;R03;7
2024;9;403;R06;7
2024;9;690;S01;2
2024;9;4242;A02;5
2024;9;119;A03;5
2024;9;99;A04;5
2024;9;58;A05;5
2024;9;529;A06;5
2024;9;618;A07;5
2024;9;87;A09;5
2024;9;5548;A10;5
2024;9;58;A11;5
2024;9;1761;A12;5
2024;9;3921;B01;2
2024;9;82;B02;2
2024;9;134;B03;2
2024;9;1102;C01;14
2024;9;97;C02;14
2024;9;2495;C03;14
2024;9;5326;C07;14
2024;9;4056;C08;14
2024;9;8598;C09;14
2024;9;9314;C10;14
2024;9;186;D01;3
2024;9;78;D05;3
2024;9;85;D06;3
2024;9;1635;D07;3
2024;9;181;D10;3
2024;9;78;D11;3
2024;9;20;G02;9
2024;9;3364;G03;9
2024;9;2165;G04;9
2024;9;119;H01;4
2024;9;419;H02;4
2024;9;3364;H03;4
2024;9;3626;J01;9
2024;9;200;J02;9
2024;9;604;J05;9
2024;9;238;L01;11
2024;9;363;L02;11
2024;9;73;L03;11
2024;9;1085;L04;11
2024;9;4402;M01;5
2024;9;83;M02;5
2024;9;795;M03;5
2024;9;465;M04;5
2024;9;322;M05;5
2024;9;8394;N02;30
2024;9;1734;N03;30
2024;9;645;N04;30
2024;9;7065;N05;30
2024;9;10856;N06;30
2024;9;182;N07;30
2024;9;293;P01;1
2024;9;2355;R01;7
2024;9;5202;R03;7
2024;9;2024;R06;7
2024;9;2730;S01;2
2024;9;50;V01;0
2024;9;188;A02;5
2024;9;21;A07;5
2024;9;238;A10;5
2024;9;60;A12;5
2024;9;210;B01;2
2024;9;72;C01;14
2024;9;172;C03;14
2024;9;329;C07;14
2024;9;207;C08;14
2024;9;468;C09;14
2024;9;268;C10;14
2024;9;61;D07;3
2024;9;138;G03;9
2024;9;107;G04;9
2024;9;24;H02;4
2024;9;163;H03;4
2024;9;114;J01;9
2024;9;25;L02;11
2024;9;49;L04;11
2024;9;100;M01;5
2024;9;33;M04;5
2024;9;24;M05;5
2024;9;393;N02;30
2024;9;78;N03;30
2024;9;29;N04;30
2024;9;270;N05;30
2024;9;414;N06;30
2024;9;50;R01;7
2024;9;193;R03;7
2024;9;67;R06;7
2024;9;63;S01;2
2024;10;887;A02;5
2024;10;26;A04;5
2024;10;79;A06;5
2024;10;108;A07;5
2024;10;16;A09;5
2024;10;1347;A10;5
2024;10;352;A12;5
2024;10;905;B01;3
2024;10;11;B03;3
2024;10;298;C01;16
2024;10;38;C02;16
2024;10;757;C03;16
2024;10;1258;C07;16
2024;10;992;C08;16
2024;10;1862;C09;16
2024;10;1885;C10;16
2024;10;22;D01;5
2024;10;195;D07;5
2024;10;26;D10;5
2024;10;534;G03;9
2024;10;496;G04;9
2024;10;17;H01;4
2024;10;86;H02;4
2024;10;706;H03;4
2024;10;550;J01;9
2024;10;58;J05;9
2024;10;43;L01;12
2024;10;80;L02;12
2024;10;224;L04;12
2024;10;668;M01;5
2024;10;121;M03;5
2024;10;166;M04;5
2024;10;72;M05;5
2024;10;1629;N02;35
2024;10;311;N03;35
2024;10;164;N04;35
2024;10;1046;N05;35
2024;10;1708;N06;35
2024;10;34;N07;35
2024;10;49;P01;1
2024;10;348;R01;7
2024;10;1009;R03;7
2024;10;383;R06;7
2024;10;420;S01;2
2024;10;1836;A02;5
2024;10;33;A03;5
2024;10;40;A04;5
2024;10;191;A06;5
2024;10;185;A07;5
2024;10;30;A09;5
2024;10;2575;A10;5
2024;10;24;A11;5
2024;10;678;A12;5
2024;10;1647;B01;3
2024;10;19;B02;3
2024;10;45;B03;3
2024;10;458;C01;16
2024;10;60;C02;16
2024;10;1103;C03;16
2024;10;2301;C07;16
2024;10;1751;C08;16
2024;10;3656;C09;16
2024;10;3782;C10;16
2024;10;42;D01;5
2024;10;29;D05;5
2024;10;25;D06;5
2024;10;524;D07;5
2024;10;39;D10;5
2024;10;1074;G03;9
2024;10;824;G04;9
2024;10;50;H01;4
2024;10;173;H02;4
2024;10;1259;H03;4
2024;10;1246;J01;9
2024;10;49;J02;9
2024;10;150;J05;9
2024;10;67;L01;12
2024;10;131;L02;12
2024;10;28;L03;12
2024;10;436;L04;12
2024;10;1535;M01;5
2024;10;312;M03;5
2024;10;232;M04;5
2024;10;124;M05;5
2024;10;3573;N02;35
2024;10;605;N03;35
2024;10;273;N04;35
2024;10;2358;N05;35
2024;10;3759;N06;35
2024;10;72;N07;35
2024;10;117;P01;1
2024;10;808;R01;7
2024;10;2158;R03;7
2024;10;900;R06;7
2024;10;795;S01;2
2024;10;3220;A02;5
2024;10;59;A03;5
2024;10;66;A04;5
2024;10;50;A05;5
2024;10;333;A06;5
2024;10;437;A07;5
2024;10;54;A09;5
2024;10;4781;A10;5
2024;10;46;A11;5
2024;10;1412;A12;5
2024;10;3273;B01;3
2024;10;55;B02;3
2024;10;87;B03;3
2024;10;894;C01;16
2024;10;82;C02;16
2024;10;2208;C03;16
2024;10;4544;C07;16
2024;10;3329;C08;16
2024;10;7210;C09;16
2024;10;7769;C10;16
2024;10;112;D01;5
2024;10;79;D05;5
